# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
StorageLockContext.competingThreads.avg,1739438200660000000,1739438260713000000,0.0
FilePageCache.totalPageLoadsUs,1739438200660000000,1739438260713000000,134674
DirectByteBufferAllocator.reclaimed,1739438200660000000,1739438260713000000,3
FileChannelInterruptsRetryer.totalRetriedAttempts,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.totalBytesWritten,1739438200660000000,1739438260713000000,0
FilePageCache.disposedBuffers,1739438200660000000,1739438260713000000,3
FilePageCache.uncachedFileAccess,1739438200660000000,1739438260713000000,126
MappedFileStorage.totalBytesMapped,1739438200660000000,1739438260713000000,219414528
FilePageCacheLockFree.totalPagesRequested,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.totalPagesWriteMs,1739438200660000000,1739438260713000000,0
StorageLockContext.competingThreads.max,1739438200660000000,1739438260713000000,0
FilePageCache.pageLoads,1739438200660000000,1739438260713000000,227
FilePageCacheLockFree.totalPagesReclaimed,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1739438200660000000,1739438260713000000,0
FilePageCache.pageHits,1739438200660000000,1739438260713000000,0
StreamlinedBlobStorage.recordsAllocated,1739438200660000000,1739438260713000000,237824
FilePageCacheLockFree.totalBytesRequested,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.totalPagesHandedOver,1739438200660000000,1739438260713000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1739438200660000000,1739438260713000000,0
DirectByteBufferAllocator.misses,1739438200660000000,1739438260713000000,224
FilePageCache.capacityInBytes,1739438200660000000,1739438260713000000,503316478
FilePageCacheLockFree.totalPagesWritten,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1739438200660000000,1739438260713000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.totalPagesReadMs,1739438200660000000,1739438260713000000,0
MappedFileStorage.totalPagesMapped,1739438200660000000,1739438260713000000,17
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1739438200660000000,1739438260713000000,3182889
DirectByteBufferAllocator.hits,1739438200660000000,1739438260713000000,3
StreamlinedBlobStorage.recordsDeleted,1739438200660000000,1739438260713000000,13
StorageLockContext.competingThreads.90P,1739438200660000000,1739438260713000000,0
FilePageCache.maxCacheSizeInBytes,1739438200660000000,1739438260713000000,232800256
MappedFileStorage.totalTimeSpentOnMappingUs,1739438200660000000,1739438260713000000,11379
FilePageCacheLockFree.totalPagesRequestsMs,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1739438200660000000,1739438260713000000,0
DirectByteBufferAllocator.disposed,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.heapBytesInUse,1739438200660000000,1739438260713000000,0
StreamlinedBlobStorage.recordsRelocated,1739438200660000000,1739438260713000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1739438200660000000,1739438260713000000,232800256
FilePageCacheLockFree.totalPagesAllocated,1739438200660000000,1739438260713000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1739438200660000000,1739438260713000000,0
