# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.finalizedExecutionTimeUs,1739437809513000000,1739437869529000000,633666
NonBlockingReadAction.finalizedExecutionsCount,1739437809513000000,1739437869529000000,504
WriteAction.executionsCount,1739437809513000000,1739437869529000000,32
NonBlockingReadAction.failedExecutionsCount,1739437809513000000,1739437869529000000,13
NonBlockingReadAction.failedExecutionTimeUs,1739437809513000000,1739437869529000000,161527
ReadAction.executionsCount,1739437809513000000,1739437869529000000,679245
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1739437809513000000,1739437869529000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1739437809513000000,1739437869529000000,2
jps.load.initial.state.ms,1739437809513000000,1739437869529000000,12
workspaceModel.mutableEntityStorage.collect.changes.ms,1739437809513000000,1739437869529000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1739437809513000000,1739437869529000000,2
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1739437809513000000,1739437869529000000,1
jps.global.get.libraries.ms,1739437809513000000,1739437869529000000,0
workspaceModel.load.cache.metadata.from.file.ms,1739437809513000000,1739437869529000000,15
workspaceModel.moduleManagerBridge.load.all.modules.ms,1739437809513000000,1739437869529000000,71
workspaceModel.mutableEntityStorage.remove.entity.ms,1739437809513000000,1739437869529000000,0
jps.save.global.entities.ms,1739437809513000000,1739437869529000000,23
jps.project.serializers.save.ms,1739437809513000000,1739437869529000000,1
jps.app.storage.content.writer.save.component.ms,1739437809513000000,1739437869529000000,12
jps.project.serializers.load.ms,1739437809513000000,1739437869529000000,54
workspaceModel.moduleManagerBridge.build.module.graph.ms,1739437809513000000,1739437869529000000,2
jps.apply.loaded.storage.ms,1739437809513000000,1739437869529000000,11
workspaceModel.save.cache.to.file.ms,1739437809513000000,1739437869529000000,86
jps.facet.change.listener.process.change.events.ms,1739437809513000000,1739437869529000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1739437809513000000,1739437869529000000,0
jps.global.get.library.ms,1739437809513000000,1739437869529000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1739437809513000000,1739437869529000000,20
jps.library.entities.serializer.save.entities.ms,1739437809513000000,1739437869529000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1739437809513000000,1739437869529000000,0
workspaceModel.mutableEntityStorage.instances.count,1739437809513000000,1739437869529000000,59
jps.facet.change.listener.init.bridge.ms,1739437809513000000,1739437869529000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1739437809513000000,1739437869529000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1739437809513000000,1739437869529000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1739437809513000000,1739437869529000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1739437809513000000,1739437869529000000,1
jps.module.iml.entities.serializer.load.entities.ms,1739437809513000000,1739437869529000000,159
jps.reload.project.entities.ms,1739437809513000000,1739437869529000000,0
jps.global.initialize.library.bridges.ms,1739437809513000000,1739437869529000000,0
workspaceModel.moduleBridge.update.option.ms,1739437809513000000,1739437869529000000,0
workspaceModel.moduleBridge.before.changed.ms,1739437809513000000,1739437869529000000,0
jps.artifact.entities.serializer.load.entities.ms,1739437809513000000,1739437869529000000,2
workspaceModel.do.save.caches.ms,1739437809513000000,1739437869529000000,94
workspaceModel.moduleManagerBridge.load.module.ms,1739437809513000000,1739437869529000000,0
workspaceModel.load.cache.from.file.ms,1739437809513000000,1739437869529000000,152
jps.storage.jps.conf.reader.load.component.ms,1739437809513000000,1739437869529000000,49
workspaceModel.mutableEntityStorage.replace.by.source.ms,1739437809513000000,1739437869529000000,11
workspaceModel.global.apply.state.to.project.ms,1739437809513000000,1739437869529000000,14
workspaceModel.moduleManagerBridge.create.module.instance.ms,1739437809513000000,1739437869529000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1739437809513000000,1739437869529000000,0
workspaceModel.global.updates.ms,1739437809513000000,1739437869529000000,5
workspaceModel.delayed.project.synchronizer.sync.ms,1739437809513000000,1739437869529000000,70
jps.global.initialize.library.bridges.after.loading.ms,1739437809513000000,1739437869529000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1739437809513000000,1739437869529000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1739437809513000000,1739437869529000000,0
workspaceModel.sync.entities.ms,1739437809513000000,1739437869529000000,0
jps.module.iml.entities.serializer.save.entities.ms,1739437809513000000,1739437869529000000,0
jps.global.handle.changed.events.ms,1739437809513000000,1739437869529000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1739437809513000000,1739437869529000000,1
jps.save.changed.project.entities.ms,1739437809513000000,1739437869529000000,1
workspaceModel.global.updates.count,1739437809513000000,1739437869529000000,1
jps.load.project.to.empty.storage.ms,1739437809513000000,1739437869529000000,57
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1739437809513000000,1739437869529000000,0
