# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalNativeBytesReclaimed,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.nativeBytesInUse,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1739436726858000000,1739436747911000000,0
FilePageCache.pageLoads,1739436726858000000,1739436747911000000,246
FilePageCache.capacityInBytes,1739436726858000000,1739436747911000000,503316478
FilePageCacheLockFree.totalPagesWriteMs,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1739436726858000000,1739436747911000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1739436726858000000,1739436747911000000,0
FilePageCache.pageFastCacheHits,1739436726858000000,1739436747911000000,5748
StorageLockContext.competingThreads.90P,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalPagesRequested,1739436726858000000,1739436747911000000,0
FilePageCache.totalPageLoadsUs,1739436726858000000,1739436747911000000,158795
FilePageCache.pageHits,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1739436726858000000,1739436747911000000,0
DirectByteBufferAllocator.hits,1739436726858000000,1739436747911000000,6
FilePageCacheLockFree.totalPagesWritten,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1739436726858000000,1739436747911000000,0
DirectByteBufferAllocator.reclaimed,1739436726858000000,1739436747911000000,49
DirectByteBufferAllocator.misses,1739436726858000000,1739436747911000000,240
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1739436726858000000,1739436747911000000,41967616
FilePageCacheLockFree.totalPagesReadMs,1739436726858000000,1739436747911000000,0
DirectByteBufferAllocator.disposed,1739436726858000000,1739436747911000000,197
FilePageCache.disposedBuffers,1739436726858000000,1739436747911000000,246
StorageLockContext.competingThreads.max,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalPagesReclaimed,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1739436726858000000,1739436747911000000,0
FilePageCache.maxCacheSizeInBytes,1739436726858000000,1739436747911000000,248537088
FilePageCacheLockFree.totalHeapBytesAllocated,1739436726858000000,1739436747911000000,0
FilePageCache.totalPageDisposalsUs,1739436726858000000,1739436747911000000,643
FilePageCacheLockFree.totalPagesHandedOver,1739436726858000000,1739436747911000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1739436726858000000,1739436747911000000,0
FilePageCache.maxRegisteredFiles,1739436726858000000,1739436747911000000,466
FilePageCacheLockFree.totalBytesWritten,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalBytesRead,1739436726858000000,1739436747911000000,0
FilePageCache.uncachedFileAccess,1739436726858000000,1739436747911000000,147
FilePageCacheLockFree.totalPagesAllocated,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.heapBytesInUse,1739436726858000000,1739436747911000000,0
FilePageCacheLockFree.totalBytesRequested,1739436726858000000,1739436747911000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1739436726858000000,1739436747911000000,41967616
StorageLockContext.competingThreads.avg,1739436726858000000,1739436747911000000,0.0
Indexes.stubs.lookupDurationAvgMs,1739436726858000000,1739436747911000000,0.0
Indexes.entries.lookupDuration90PMs,1739436726858000000,1739436747911000000,0.0
