# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageFastCacheHits,1739437952134000000,1739438012146000000,7091
FilePageCacheLockFree.totalBytesRequested,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.totalPagesReadMs,1739437952134000000,1739438012146000000,0
MappedFileStorage.storages,1739437952134000000,1739438012146000000,15
FilePageCache.totalPageLoadsUs,1739437952134000000,1739438012146000000,132481
FilePageCacheLockFree.housekeeperTimeSpentMs,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.totalPagesReclaimed,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1739437952134000000,1739438012146000000,0
FilePageCache.pageLoads,1739437952134000000,1739438012146000000,243
StreamlinedBlobStorage.recordsAllocated,1739437952134000000,1739438012146000000,237824
StreamlinedBlobStorage.recordsRelocated,1739437952134000000,1739438012146000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1739437952134000000,1739438012146000000,0
FilePageCache.uncachedFileAccess,1739437952134000000,1739438012146000000,138
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1739437952134000000,1739438012146000000,249577472
StorageLockContext.competingThreads.avg,1739437952134000000,1739438012146000000,0.0
FilePageCacheLockFree.totalBytesRead,1739437952134000000,1739438012146000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1739437952134000000,1739438012146000000,3182889
FilePageCache.capacityInBytes,1739437952134000000,1739438012146000000,503316478
FilePageCacheLockFree.totalBytesWritten,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.totalPagesWriteMs,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.totalPagesRequested,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1739437952134000000,1739438012146000000,0
FilePageCache.maxRegisteredFiles,1739437952134000000,1739438012146000000,466
FileChannelInterruptsRetryer.totalRetriedAttempts,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1739437952134000000,1739438012146000000,0
DirectByteBufferAllocator.reclaimed,1739437952134000000,1739438012146000000,3
MappedFileStorage.totalTimeSpentOnMappingUs,1739437952134000000,1739438012146000000,21718
MappedFileStorage.totalPagesMapped,1739437952134000000,1739438012146000000,17
FilePageCache.totalPageDisposalsUs,1739437952134000000,1739438012146000000,953
StorageLockContext.competingThreads.90P,1739437952134000000,1739438012146000000,0
DirectByteBufferAllocator.misses,1739437952134000000,1739438012146000000,240
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1739437952134000000,1739438012146000000,16969709
FilePageCache.maxCacheSizeInBytes,1739437952134000000,1739438012146000000,249577472
FilePageCacheLockFree.totalHeapBytesReclaimed,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.nativeBytesInUse,1739437952134000000,1739438012146000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1739437952134000000,1739438012146000000,0
DirectByteBufferAllocator.hits,1739437952134000000,1739438012146000000,3
MappedFileStorage.totalBytesMapped,1739437952134000000,1739438012146000000,219414528
DirectByteBufferAllocator.disposed,1739437952134000000,1739438012146000000,0
StreamlinedBlobStorage.recordsDeleted,1739437952134000000,1739438012146000000,13
cacheStateStorage.set.counter,1739437952134000000,1739438012146000000,3
cacheStateStorage.get.counter,1739437952134000000,1739438012146000000,49
cacheStateStorage.get.duration,1739437952134000000,1739438012146000000,149
cacheStateStorage.set.duration,1739437952134000000,1739438012146000000,13
workspaceModel.entityStorageSnapshotImpl.instances.count,1739437952134000000,1739438012146000000,28
workspaceModel.cachedValueWithParameters.clear.count,1739437952134000000,1739438012146000000,0
workspaceModel.cachedValue.calculated.count,1739437952134000000,1739438012146000000,305
workspaceModel.updates.count,1739437952134000000,1739438012146000000,9
workspaceModel.cachedValue.from.cache.count,1739437952134000000,1739438012146000000,5862
workspaceModel.pre.handlers.ms,1739437952134000000,1739438012146000000,0
workspaceModel.on.changed.ms,1739437952134000000,1739438012146000000,11
workspaceModel.cachedValueWithParameters.total.get.count,1739437952134000000,1739438012146000000,0
workspaceModel.full.replace.project.model.ms,1739437952134000000,1739438012146000000,2
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1739437952134000000,1739438012146000000,13
workspaceModel.on.before.changed.ms,1739437952134000000,1739438012146000000,13
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1739437952134000000,1739438012146000000,0
workspaceModel.collect.changes.ms,1739437952134000000,1739438012146000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1739437952134000000,1739438012146000000,68
workspaceModel.check.recursive.update.ms,1739437952134000000,1739438012146000000,0
workspaceModel.workspaceFileIndexData.init.ms,1739437952134000000,1739438012146000000,74
workspaceModel.updates.ms,1739437952134000000,1739438012146000000,35
workspaceModel.workspaceFileIndexData.markDirty.ms,1739437952134000000,1739438012146000000,0
workspaceModel.init.bridges.ms,1739437952134000000,1739438012146000000,1
workspaceModel.cachedValueWithParameters.from.cache.count,1739437952134000000,1739438012146000000,0
workspaceModel.initializing.ms,1739437952134000000,1739438012146000000,1
workspaceModel.workspaceFileIndexData.getPackageName.ms,1739437952134000000,1739438012146000000,92
workspaceModel.replace.project.model.ms,1739437952134000000,1739438012146000000,1
workspaceModel.to.snapshot.ms,1739437952134000000,1739438012146000000,0
workspaceModel.updates.precise.ms,1739437952134000000,1739438012146000000,9
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1739437952134000000,1739438012146000000,5489
workspaceModel.update.unloaded.entities.ms,1739437952134000000,1739438012146000000,0
workspaceModel.cachedValue.clear.count,1739437952134000000,1739438012146000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1739437952134000000,1739438012146000000,0
workspaceModel.loading.total.ms,1739437952134000000,1739438012146000000,57
workspaceModel.workspaceFileIndexData.instances.count,1739437952134000000,1739438012146000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1739437952134000000,1739438012146000000,143
workspaceModel.cachedValue.total.get.count,1739437952134000000,1739438012146000000,6167
workspaceModel.cachedValueWithParameters.calculated.count,1739437952134000000,1739438012146000000,0
workspaceModel.loading.from.cache.ms,1739437952134000000,1739438012146000000,55
workspaceModel.workspaceFileIndexData.processFileSets.ms,1739437952134000000,1739438012146000000,0
ReadAction.executionsCount,1739437952134000000,1739438012146000000,985917
NonBlockingReadAction.finalizedExecutionsCount,1739437952134000000,1739438012146000000,733
WriteAction.executionsCount,1739437952134000000,1739438012146000000,82
NonBlockingReadAction.finalizedExecutionTimeUs,1739437952134000000,1739438012146000000,1735765
NonBlockingReadAction.failedExecutionTimeUs,1739437952134000000,1739438012146000000,299811
NonBlockingReadAction.failedExecutionsCount,1739437952134000000,1739438012146000000,11
VFS.contentStorage.recordsDeduplicated,1739437952134000000,1739438012146000000,0
VFS.fileChildByName,1739437952134000000,1739438012146000000,82431
VFS.fileByIdCache.misses,1739437952134000000,1739438012146000000,222694
VFS.invertedFileNameIndex.requests,1739437952134000000,1739438012146000000,2085
VFS.fileByIdCache.hits,1739437952134000000,1739438012146000000,150
VFS.contentStorage.recordsStoredCompressed,1739437952134000000,1739438012146000000,7
VFS.contentStorage.recordsReadDecompressed,1739437952134000000,1739438012146000000,23
VFS.contentStorage.recordsStored,1739437952134000000,1739438012146000000,8
FileNameCache.totalMisses,1739437952134000000,1739438012146000000,338304
VFS.contentStorage.recordsStoredSize,1739437952134000000,1739438012146000000,267064
FileNameCache.queries,1739437952134000000,1739438012146000000,7283456
VFS.contentStorage.recordsUncompressedSize,1739437952134000000,1739438012146000000,821893
VFS.contentStorage.recordsRead,1739437952134000000,1739438012146000000,211
VFS.contentStorage.recordsDecompressionTimeUs,1739437952134000000,1739438012146000000,204901
VFS.contentStorage.recordsReadSize,1739437952134000000,1739438012146000000,2367548
Indexes.entries.lookupDuration90PMs,1739437952134000000,1739438012146000000,0.0
Indexes.stubs.lookupDuration90PMs,1739437952134000000,1739438012146000000,0.0
IndexesFlusher.totalFlushingTimeUs,1739437952134000000,1739438012146000000,26116
Indexes.stubs.lookupDurationMaxMs,1739437952134000000,1739438012146000000,0.0
Indexes.stubs.lookups,1739437952134000000,1739438012146000000,5983
IndexesFlusher.totalContentionQuotaSpent,1739437952134000000,1739438012146000000,0
Indexes.entries.lookupDurationMaxMs,1739437952134000000,1739438012146000000,0.0
Indexes.allKeys.lookups,1739437952134000000,1739438012146000000,0
IndexesFlusher.totalFlushesRetried,1739437952134000000,1739438012146000000,0
IndexesFlusher.totalFlushes,1739437952134000000,1739438012146000000,59
Indexes.stubs.lookupDurationAvgMs,1739437952134000000,1739438012146000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1739437952134000000,1739438012146000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1739437952134000000,1739438012146000000,0.0
Indexes.entries.lookups,1739437952134000000,1739438012146000000,165
Indexes.entries.lookupDurationAvgMs,1739437952134000000,1739438012146000000,0.0
Indexes.allKeys.lookupDuration90PMs,1739437952134000000,1739438012146000000,0.0
lexer.JAVA.time.ns,1739437952134000000,1739438012146000000,13550617
parser.HTML.time.ns,1739437952134000000,1739438012146000000,1522490
lexer.HTML.time.ns,1739437952134000000,1739438012146000000,1175131
writeAction.median.wait.ms,1739437952134000000,1739438012146000000,300
parser.LogcatFilter.size.bytes,1739437952134000000,1739438012146000000,206
lexer.HTML.size.bytes,1739437952134000000,1739438012146000000,1279
parser.TOML.time.ns,1739437952134000000,1739438012146000000,6841773
writeAction.count,1739437952134000000,1739438012146000000,82
lexer.LogcatFilter.time.ns,1739437952134000000,1739438012146000000,649451
lexer.XML.size.bytes,1739437952134000000,1739438012146000000,1282
writeAction.max.wait.ms,1739437952134000000,1739438012146000000,257
lexer.LogcatFilter.size.bytes,1739437952134000000,1739438012146000000,206
parser.JAVA.size.bytes,1739437952134000000,1739438012146000000,176160
parser.JAVA.time.ns,1739437952134000000,1739438012146000000,67922208
writeAction.wait.ms,1739437952134000000,1739438012146000000,328
lexer.TOML.time.ns,1739437952134000000,1739438012146000000,249310
lexer.JAVA.size.bytes,1739437952134000000,1739438012146000000,176160
parser.HTML.size.bytes,1739437952134000000,1739438012146000000,1279
parser.XML.time.ns,1739437952134000000,1739438012146000000,6644443
parser.XML.size.bytes,1739437952134000000,1739438012146000000,1282
lexer.TOML.size.bytes,1739437952134000000,1739438012146000000,1294
parser.TOML.size.bytes,1739437952134000000,1739438012146000000,1294
lexer.XML.time.ns,1739437952134000000,1739438012146000000,401080
parser.LogcatFilter.time.ns,1739437952134000000,1739438012146000000,4002941
workspaceModel.mutableEntityStorage.add.entity.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1739438012146000000,1739438068127000000,0
jps.save.changed.project.entities.ms,1739438012146000000,1739438068127000000,1
workspaceModel.do.save.caches.ms,1739438012146000000,1739438068127000000,0
jps.reload.project.entities.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1739438012146000000,1739438068127000000,0
jps.facet.change.listener.process.change.events.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1739438012146000000,1739438068127000000,0
jps.storage.jps.conf.reader.load.component.ms,1739438012146000000,1739438068127000000,0
jps.global.handle.before.change.events.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1739438012146000000,1739438068127000000,0
workspaceModel.orphan.listener.update.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1739438012146000000,1739438068127000000,0
workspaceModel.global.updates.count,1739438012146000000,1739438068127000000,0
jps.library.entities.serializer.save.entities.ms,1739438012146000000,1739438068127000000,0
jps.facet.change.listener.init.bridge.ms,1739438012146000000,1739438068127000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.entities.ms,1739438012146000000,1739438068127000000,0
jps.artifact.entities.serializer.save.entities.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1739438012146000000,1739438068127000000,0
workspaceModel.sync.entities.ms,1739438012146000000,1739438068127000000,0
jps.global.initialize.library.bridges.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1739438012146000000,1739438068127000000,0
jps.global.initialize.library.bridges.after.loading.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1739438012146000000,1739438068127000000,0
jps.global.get.library.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1739438012146000000,1739438068127000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1739438012146000000,1739438068127000000,0
workspaceModel.global.updates.ms,1739438012146000000,1739438068127000000,0
jps.project.serializers.load.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleBridge.update.option.ms,1739438012146000000,1739438068127000000,0
jps.global.get.library.by.name.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1739438012146000000,1739438068127000000,0
jps.library.entities.serializer.load.entities.ms,1739438012146000000,1739438068127000000,0
jps.apply.loaded.storage.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1739438012146000000,1739438068127000000,0
jps.module.iml.entities.serializer.load.entities.ms,1739438012146000000,1739438068127000000,0
workspaceModel.load.cache.from.file.ms,1739438012146000000,1739438068127000000,0
jps.global.get.libraries.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1739438012146000000,1739438068127000000,0
jps.module.iml.entities.serializer.save.entities.ms,1739438012146000000,1739438068127000000,0
workspaceModel.save.cache.to.file.ms,1739438012146000000,1739438068127000000,0
workspaceModel.load.cache.metadata.from.file.ms,1739438012146000000,1739438068127000000,0
jps.project.serializers.save.ms,1739438012146000000,1739438068127000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1739438012146000000,1739438068127000000,0
workspaceModel.global.apply.state.to.project.ms,1739438012146000000,1739438068127000000,0
jps.load.initial.state.ms,1739438012146000000,1739438068127000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.instances.count,1739438012146000000,1739438068127000000,0
jps.artifact.entities.serializer.load.entities.ms,1739438012146000000,1739438068127000000,0
jps.global.handle.changed.events.ms,1739438012146000000,1739438068127000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1739438012146000000,1739438068127000000,0
jps.save.global.entities.ms,1739438012146000000,1739438068127000000,23
workspaceModel.moduleBridge.before.changed.ms,1739438012146000000,1739438068127000000,0
jps.app.storage.content.reader.load.component.ms,1739438012146000000,1739438068127000000,0
jps.load.project.to.empty.storage.ms,1739438012146000000,1739438068127000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1739438012146000000,1739438068127000000,0
jps.facet.change.listener.before.change.events.ms,1739438012146000000,1739438068127000000,0
jps.app.storage.content.writer.save.component.ms,1739438012146000000,1739438068127000000,12
workspaceModel.mutableEntityStorage.replace.by.source.ms,1739438012146000000,1739438068127000000,0
JVM.totalDirectByteBuffersBytes,1739438012146000000,1739438068127000000,53702151
JVM.usedHeapBytes,1739438012146000000,1739438068127000000,789735728
OS.loadAverage,1739438012146000000,1739438068127000000,2.06201171875
JVM.totalTimeToSafepointsMs,1739438012146000000,1739438068127000000,3
JVM.GC.collections,1739438012146000000,1739438068127000000,0
JVM.maxThreadCount,1739438012146000000,1739438068127000000,257
JVM.totalTimeAtSafepointsMs,1739438012146000000,1739438068127000000,2
JVM.totalCpuTimeMs,1739438012146000000,1739438068127000000,9128
JVM.newThreadsCount,1739438012146000000,1739438068127000000,18
JVM.maxHeapBytes,1739438012146000000,1739438068127000000,2147483648
JVM.threadCount,1739438012146000000,1739438068127000000,129
JVM.GC.collectionTimesMs,1739438012146000000,1739438068127000000,0
JVM.totalBytesAllocated,1739438012146000000,1739438068127000000,258619576
JVM.usedNativeBytes,1739438012146000000,1739438068127000000,581071880
JVM.totalSafepointCount,1739438012146000000,1739438068127000000,53
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1739438012146000000,1739438068127000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1739438012146000000,1739438068127000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1739438012146000000,1739438068127000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1739438012146000000,1739438068127000000,0
compiler.ArtifactManagerBridge.commit.ms,1739438012146000000,1739438068127000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1739438012146000000,1739438068127000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1739438012146000000,1739438068127000000,0
FilePageCacheLockFree.totalPagesAllocated,1739438012146000000,1739438068127000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1739438012146000000,1739438068127000000,0
FilePageCacheLockFree.heapBytesInUse,1739438012146000000,1739438068127000000,0
