# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.cachedValue.total.get.count,1739437647957000000,1739437668555000000,5689
workspaceModel.pre.handlers.ms,1739437647957000000,1739437668555000000,0
workspaceModel.initializing.ms,1739437647957000000,1739437668555000000,1
workspaceModel.loading.total.ms,1739437647957000000,1739437668555000000,57
workspaceModel.cachedValueWithParameters.clear.count,1739437647957000000,1739437668555000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1739437647957000000,1739437668555000000,0
workspaceModel.init.bridges.ms,1739437647957000000,1739437668555000000,1
workspaceModel.loading.from.cache.ms,1739437647957000000,1739437668555000000,55
workspaceModel.update.unloaded.entities.ms,1739437647957000000,1739437668555000000,0
workspaceModel.check.recursive.update.ms,1739437647957000000,1739437668555000000,0
workspaceModel.updates.ms,1739437647957000000,1739437668555000000,29
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1739437647957000000,1739437668555000000,247
workspaceModel.to.snapshot.ms,1739437647957000000,1739437668555000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1739437647957000000,1739437668555000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1739437647957000000,1739437668555000000,179
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1739437647957000000,1739437668555000000,0
workspaceModel.cachedValue.clear.count,1739437647957000000,1739437668555000000,5
workspaceModel.workspaceFileIndexData.instances.count,1739437647957000000,1739437668555000000,1
workspaceModel.replace.project.model.ms,1739437647957000000,1739437668555000000,1
workspaceModel.cachedValueWithParameters.from.cache.count,1739437647957000000,1739437668555000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1739437647957000000,1739437668555000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1739437647957000000,1739437668555000000,0
workspaceModel.cachedValue.from.cache.count,1739437647957000000,1739437668555000000,5389
workspaceModel.on.before.changed.ms,1739437647957000000,1739437668555000000,12
workspaceModel.updates.count,1739437647957000000,1739437668555000000,9
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1739437647957000000,1739437668555000000,68
workspaceModel.cachedValue.calculated.count,1739437647957000000,1739437668555000000,300
workspaceModel.on.changed.ms,1739437647957000000,1739437668555000000,10
workspaceModel.entityStorageSnapshotImpl.instances.count,1739437647957000000,1739437668555000000,28
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1739437647957000000,1739437668555000000,0
workspaceModel.workspaceFileIndexData.init.ms,1739437647957000000,1739437668555000000,91
workspaceModel.workspaceFileIndexData.getPackageName.ms,1739437647957000000,1739437668555000000,26
workspaceModel.cachedValueWithParameters.total.get.count,1739437647957000000,1739437668555000000,0
workspaceModel.full.replace.project.model.ms,1739437647957000000,1739437668555000000,1
workspaceModel.collect.changes.ms,1739437647957000000,1739437668555000000,0
workspaceModel.updates.precise.ms,1739437647957000000,1739437668555000000,7
cacheStateStorage.set.duration,1739437647957000000,1739437668555000000,16
cacheStateStorage.get.counter,1739437647957000000,1739437668555000000,46
cacheStateStorage.set.counter,1739437647957000000,1739437668555000000,12
cacheStateStorage.get.duration,1739437647957000000,1739437668555000000,138
JVM.totalCpuTimeMs,1739437647957000000,1739437668555000000,67365
JVM.usedHeapBytes,1739437647957000000,1739437668555000000,500070008
JVM.threadCount,1739437647957000000,1739437668555000000,215
JVM.GC.collections,1739437647957000000,1739437668555000000,69
OS.loadAverage,1739437647957000000,1739437668555000000,2.8955078125
JVM.totalDirectByteBuffersBytes,1739437647957000000,1739437668555000000,46684402
JVM.totalTimeToSafepointsMs,1739437647957000000,1739437668555000000,36
JVM.maxThreadCount,1739437647957000000,1739437668555000000,240
JVM.totalTimeAtSafepointsMs,1739437647957000000,1739437668555000000,377
JVM.newThreadsCount,1739437647957000000,1739437668555000000,299
JVM.totalSafepointCount,1739437647957000000,1739437668555000000,231
JVM.GC.collectionTimesMs,1739437647957000000,1739437668555000000,361
JVM.totalBytesAllocated,1739437647957000000,1739437668555000000,5371863984
JVM.usedNativeBytes,1739437647957000000,1739437668555000000,509341872
JVM.maxHeapBytes,1739437647957000000,1739437668555000000,2147483648
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1739437647957000000,1739437668555000000,41967616
FilePageCacheLockFree.housekeeperTimeSpentMs,1739437647957000000,1739437668555000000,0
StorageLockContext.competingThreads.max,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalBytesRequested,1739437647957000000,1739437668555000000,0
FilePageCache.maxCacheSizeInBytes,1739437647957000000,1739437668555000000,244342784
FileChannelInterruptsRetryer.totalRetriedAttempts,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1739437647957000000,1739437668555000000,0
DirectByteBufferAllocator.hits,1739437647957000000,1739437668555000000,3
FilePageCacheLockFree.totalBytesRead,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalPagesReclaimed,1739437647957000000,1739437668555000000,0
FilePageCache.pageLoads,1739437647957000000,1739437668555000000,239
FilePageCache.totalPageLoadsUs,1739437647957000000,1739437668555000000,156583
StorageLockContext.competingThreads.90P,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.nativeBytesInUse,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1739437647957000000,1739437668555000000,0
DirectByteBufferAllocator.disposed,1739437647957000000,1739437668555000000,193
FilePageCacheLockFree.totalClosedStoragesReclaimed,1739437647957000000,1739437668555000000,0
DirectByteBufferAllocator.misses,1739437647957000000,1739437668555000000,236
FilePageCache.totalPageDisposalsUs,1739437647957000000,1739437668555000000,948
FilePageCacheLockFree.heapBytesInUse,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalPagesAllocated,1739437647957000000,1739437668555000000,0
FilePageCache.uncachedFileAccess,1739437647957000000,1739437668555000000,140
FilePageCacheLockFree.totalPageAllocationsWaited,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalPagesWriteMs,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalPagesWritten,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalPagesReadMs,1739437647957000000,1739437668555000000,0
FilePageCache.capacityInBytes,1739437647957000000,1739437668555000000,503316478
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1739437647957000000,1739437668555000000,41967616
FilePageCache.disposedBuffers,1739437647957000000,1739437668555000000,239
FilePageCache.maxRegisteredFiles,1739437647957000000,1739437668555000000,466
FilePageCacheLockFree.housekeeperTurnsSkipped,1739437647957000000,1739437668555000000,0
DirectByteBufferAllocator.reclaimed,1739437647957000000,1739437668555000000,46
FilePageCacheLockFree.totalHeapBytesAllocated,1739437647957000000,1739437668555000000,0
FilePageCache.pageHits,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalPagesHandedOver,1739437647957000000,1739437668555000000,0
StorageLockContext.competingThreads.avg,1739437647957000000,1739437668555000000,0.0
FilePageCacheLockFree.totalBytesWritten,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1739437647957000000,1739437668555000000,0
FilePageCacheLockFree.totalPagesRequested,1739437647957000000,1739437668555000000,0
FilePageCache.pageFastCacheHits,1739437647957000000,1739437668555000000,5593
FilePageCache.pageLoadsAboveSizeThreshold,1739437647957000000,1739437668555000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1739437647957000000,1739437668555000000,439026
NonBlockingReadAction.finalizedExecutionsCount,1739437647957000000,1739437668555000000,270
NonBlockingReadAction.failedExecutionTimeUs,1739437647957000000,1739437668555000000,183167
NonBlockingReadAction.failedExecutionsCount,1739437647957000000,1739437668555000000,5
jps.global.initialize.library.bridges.ms,1739437647957000000,1739437668555000000,0
jps.global.get.libraries.ms,1739437647957000000,1739437668555000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1739437647957000000,1739437668555000000,0
workspaceModel.mutableEntityStorage.entities.ms,1739437647957000000,1739437668555000000,1
jps.storage.jps.conf.reader.load.component.ms,1739437647957000000,1739437668555000000,35
workspaceModel.moduleBridge.before.changed.ms,1739437647957000000,1739437668555000000,0
jps.facet.change.listener.before.change.events.ms,1739437647957000000,1739437668555000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1739437647957000000,1739437668555000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1739437647957000000,1739437668555000000,0
workspaceModel.global.apply.state.to.project.ms,1739437647957000000,1739437668555000000,12
workspaceModel.do.save.caches.ms,1739437647957000000,1739437668555000000,77
workspaceModel.moduleManagerBridge.create.module.instance.ms,1739437647957000000,1739437668555000000,0
jps.reload.project.entities.ms,1739437647957000000,1739437668555000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1739437647957000000,1739437668555000000,0
jps.library.entities.serializer.load.entities.ms,1739437647957000000,1739437668555000000,15
workspaceModel.global.updates.ms,1739437647957000000,1739437668555000000,5
jps.artifact.entities.serializer.load.entities.ms,1739437647957000000,1739437668555000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1739437647957000000,1739437668555000000,0
jps.global.initialize.library.bridges.after.loading.ms,1739437647957000000,1739437668555000000,1
jps.facet.change.listener.process.change.events.ms,1739437647957000000,1739437668555000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1739437647957000000,1739437668555000000,0
jps.global.get.library.by.name.ms,1739437647957000000,1739437668555000000,0
jps.save.changed.project.entities.ms,1739437647957000000,1739437668555000000,0
jps.app.storage.content.writer.save.component.ms,1739437647957000000,1739437668555000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1739437647957000000,1739437668555000000,13
workspaceModel.mutableEntityStorage.put.entity.ms,1739437647957000000,1739437668555000000,2
jps.library.entities.serializer.save.entities.ms,1739437647957000000,1739437668555000000,0
